Time,Operator,Technology,MCC / MNC,gNB,RF Band​ (PCell),Num Beams,SCS​ (PCell),Bandwidth DL​ (PCell),Bandwidth UL​ (PCell),TDD Slot Pattern​ (PCell),SS-RSRP​ (PCell),SS-RSRQ​ (PCell),SS-SINR​ (PCell),PCI / SSB​ (PCell),UE connectivity mode,BLER​ (PCell),Average RBs​ (PCell),Average MCS Index​ (PCell),Average Code Rate​ (PCell),Net PDSCH Thp​ (PCell),Num PUSCH Carrier,Num PDSCH Carrier,Retransmission​ (PCell),Average RBs​ (PCell),Average MCS Index​ (PCell),Net PUSCH Thp​ (PCell),PUSCH TxPower​ (PCell),PUSCH Pathloss​ (PCell),RSRP​ (PCell),RSRQ​ (PCell),RSSI​ (PCell),PCI​ (PCell),Bandwidth​ (PCell),eNB,RF Band​ (PCell),BLER​ (PCell),Avg RB count​ (PCell),MCS Index​ (PCell),PUSCH Thrpt​ (PCell),PDSCH Thrpt​ (PCell),Retransmission Rate​ (PCell),TxPower​ (PCell),Lat,Long,Sats used,Accuracy,IP Thrpt UL,IP Thrpt DL,SINR Rx[0]​ (PCell),Level
2025-02-05 10:20:50.575,TUNI,LTE,244 / 38,,n78 - 3500 (TDD),,30.0,58.32,58.32,D3-d10f2u2-U1,-67.2,-10.3,28.1,53/0,NSA,0.0,16,0.0,9.98,0.012,1,1,0.0,3,19.1,0.292,4.8,68.3,-78.0,-7.0,-57.1,44,5,440,Band 3 - 1800,,,,,0.0,,,61.449689,23.858387,,0,0.0,0.0,23.5,2
2025-02-05 10:20:50.581,TUNI,LTE,244 / 38,,n78 - 3500 (TDD),,30.0,58.32,58.32,D3-d10f2u2-U1,-67.2,-10.3,28.1,53/0,NSA,0.0,16,0.0,9.98,0.001,1,1,0.0,3,19.1,0.292,4.8,68.3,-78.0,-7.0,-57.1,44,5,440,Band 3 - 1800,,,,,0.0,,,61.449689,23.858387,,0,0.0,0.0,23.5,2
2025-02-05 10:20:50.605,TUNI,LTE,244 / 38,,n78 - 3500 (TDD),,30.0,58.32,58.32,D3-d10f2u2-U1,-67.2,-10.3,28.1,53/0,NSA,0.0,16,0.0,9.98,0.001,1,1,0.0,3,19.1,0.292,4.8,68.3,-78.0,-7.0,-57.1,44,5,440,Band 3 - 1800,100.0,6,16.0,,0.0,,,61.449689,23.858387,,0,0.0,0.0,23.5,2
2025-02-05 10:20:50.605,TUNI,LTE,244 / 38,,n78 - 3500 (TDD),,30.0,58.32,58.32,D3-d10f2u2-U1,-67.2,-10.3,28.1,53/0,NSA,0.0,16,0.0,9.98,0.04,1,1,0.0,3,19.1,0.292,4.8,68.3,-78.0,-7.0,-57.1,44,5,440,Band 3 - 1800,100.0,6,16.0,,0.0,,,61.449689,23.858387,,0,0.0,0.0,23.5,2
2025-02-05 10:20:50.729,TUNI,LTE,244 / 38,,n78 - 3500 (TDD),,30.0,58.32,58.32,D3-d10f2u2-U1,-67.2,-10.3,28.1,53/0,NSA,0.0,16,0.0,9.98,0.04,1,1,0.0,3,18.9,0.28,7.7,71.4,-78.0,-7.0,-57.1,44,5,440,Band 3 - 1800,100.0,6,16.0,,0.0,,,61.449689,23.858387,,0,0.0,0.0,23.5,2
2025-02-05 10:20:50.785,TUNI,LTE,244 / 38,,n78 - 3500 (TDD),,30.0,58.32,58.32,D3-d10f2u2-U1,-68.1,-10.4,25.9,53/0,NSA,0.0,16,0.0,9.98,0.04,1,1,0.0,3,18.9,0.28,7.7,71.4,-78.0,-7.0,-57.1,44,5,440,Band 3 - 1800,100.0,6,16.0,,0.0,,,61.449689,23.858387,,0,0.0,0.0,23.5,2
2025-02-05 10:20:50.883,TUNI,LTE,244 / 38,,n78 - 3500 (TDD),,30.0,58.32,58.32,D3-d10f2u2-U1,-68.1,-10.4,25.9,53/0,NSA,0.0,16,0.0,9.98,0.04,1,1,0.0,3,18.9,0.28,7.7,71.4,-78.0,-7.0,-57.1,44,5,440,Band 3 - 1800,100.0,6,16.0,,0.0,,,61.449688,23.858377,,0,0.0,0.0,23.5,2
2025-02-05 10:20:50.924,TUNI,LTE,244 / 38,,n78 - 3500 (TDD),,30.0,58.32,58.32,D3-d10f2u2-U1,-68.1,-10.4,25.9,53/0,NSA,0.0,16,0.0,9.98,0.04,1,1,0.0,3,18.9,0.28,7.7,71.4,-82.4,-7.2,-61.1,44,5,440,Band 3 - 1800,100.0,6,16.0,,0.0,,,61.449688,23.858377,,0,0.0,0.0,20.5,2
2025-02-05 10:20:50.999,TUNI,LTE,244 / 38,,n78 - 3500 (TDD),,30.0,58.32,58.32,D3-d10f2u2-U1,-68.1,-10.4,25.9,53/0,NSA,0.0,16,0.0,9.98,0.04,1,1,0.0,3,18.9,0.28,7.7,71.4,-82.4,-7.2,-61.1,44,5,440,Band 3 - 1800,100.0,6,16.0,,0.0,,,61.449688,23.858377,,0,0.001,0.0,20.5,2
2025-02-05 10:20:50.999,TUNI,LTE,244 / 38,,n78 - 3500 (TDD),,30.0,58.32,58.32,D3-d10f2u2-U1,-68.1,-10.4,25.9,53/0,NSA,0.0,16,0.0,9.98,0.04,1,1,0.0,3,18.9,0.28,7.7,71.4,-82.4,-7.2,-61.1,44,5,440,Band 3 - 1800,100.0,6,16.0,,0.0,,,61.449688,23.858377,,0,0.001,0.001,20.5,2
2025-02-05 10:20:51.216,TUNI,LTE,244 / 38,,n78 - 3500 (TDD),,30.0,58.32,58.32,D3-d10f2u2-U1,-68.1,-10.4,25.9,53/0,NSA,0.0,16,0.0,9.98,0.04,1,1,0.0,3,18.9,0.28,7.7,71.4,-77.7,-7.0,-56.5,44,5,440,Band 3 - 1800,100.0,6,16.0,,0.0,,,61.449688,23.858377,,0,0.001,0.001,23.9,2
2025-02-05 10:20:51.229,TUNI,LTE,244 / 38,,n78 - 3500 (TDD),,30.0,58.32,58.32,D3-d10f2u2-U1,-68.1,-10.4,25.9,53/0,NSA,0.0,16,0.0,9.98,0.04,1,1,0.0,3,17.7,0.257,6.7,70.6,-77.7,-7.0,-56.5,44,5,440,Band 3 - 1800,100.0,6,16.0,,0.0,,,61.449688,23.858377,,0,0.001,0.001,23.9,2
2025-02-05 10:20:51.285,TUNI,LTE,244 / 38,,n78 - 3500 (TDD),,30.0,58.32,58.32,D3-d10f2u2-U1,-68.9,-10.3,29.6,53/0,NSA,0.0,16,0.0,9.98,0.04,1,1,0.0,3,17.7,0.257,6.7,70.6,-77.7,-7.0,-56.5,44,5,440,Band 3 - 1800,100.0,6,16.0,,0.0,,,61.449688,23.858377,,0,0.001,0.001,23.9,2
2025-02-05 10:20:51.501,TUNI,LTE,244 / 38,,n78 - 3500 (TDD),,30.0,58.32,58.32,D3-d10f2u2-U1,-68.9,-10.3,29.6,53/0,NSA,0.0,16,0.0,9.98,0.04,1,1,0.0,3,17.7,0.257,6.7,70.6,-77.7,-7.0,-56.5,44,5,440,Band 3 - 1800,100.0,6,16.0,,0.0,,,61.449688,23.858377,,0,0.0,0.001,23.9,2
2025-02-05 10:20:51.501,TUNI,LTE,244 / 38,,n78 - 3500 (TDD),,30.0,58.32,58.32,D3-d10f2u2-U1,-68.9,-10.3,29.6,53/0,NSA,0.0,16,0.0,9.98,0.04,1,1,0.0,3,17.7,0.257,6.7,70.6,-77.7,-7.0,-56.5,44,5,440,Band 3 - 1800,100.0,6,16.0,,0.0,,,61.449688,23.858377,,0,0.0,0.0,23.9,2
2025-02-05 10:20:51.581,TUNI,LTE,244 / 38,,n78 - 3500 (TDD),,30.0,58.32,58.32,D3-d10f2u2-U1,-68.9,-10.3,29.6,53/0,NSA,0.0,16,0.0,9.98,0.001,1,1,0.0,3,17.7,0.257,6.7,70.6,-77.7,-7.0,-56.5,44,5,440,Band 3 - 1800,100.0,6,16.0,,0.0,,,61.449688,23.858377,,0,0.0,0.0,23.9,2
2025-02-05 10:20:51.725,TUNI,LTE,244 / 38,,n78 - 3500 (TDD),,30.0,58.32,58.32,D3-d10f2u2-U1,-68.9,-10.3,29.6,53/0,NSA,0.0,16,0.0,9.98,0.001,1,1,0.0,3,17.7,0.257,6.7,70.6,-77.3,-6.8,-55.9,44,5,440,Band 3 - 1800,,,,,,,,61.449688,23.858377,,0,0.0,,23.5,2
2025-02-05 10:20:51.729,TUNI,LTE,244 / 38,,n78 - 3500 (TDD),,30.0,58.32,58.32,D3-d10f2u2-U1,-68.9,-10.3,29.6,53/0,NSA,0.0,16,0.0,9.98,0.001,1,1,0.0,3,18.9,0.282,6.6,67.8,-77.3,-6.8,-55.9,44,5,440,Band 3 - 1800,,,,,,,,61.449688,23.858377,,0,0.0,,23.5,2
2025-02-05 10:20:51.786,TUNI,LTE,244 / 38,,n78 - 3500 (TDD),,30.0,58.32,58.32,D3-d10f2u2-U1,-66.3,-10.4,30.7,53/0,NSA,0.0,16,0.0,9.98,0.001,1,1,0.0,3,18.9,0.282,6.6,67.8,-77.3,-6.8,-55.9,44,5,440,Band 3 - 1800,,,,,,,,61.449688,23.858377,,0,0.0,,23.5,2
2025-02-05 10:20:51.837,TUNI,LTE,244 / 38,,n78 - 3500 (TDD),,30.0,58.32,58.32,D3-d10f2u2-U1,-66.3,-10.4,30.7,53/0,NSA,0.0,16,0.0,9.98,0.011,1,1,0.0,3,18.9,0.282,6.6,67.8,-77.3,-6.8,-55.9,44,5,440,Band 3 - 1800,,,,,,,,61.449688,23.858377,,0,0.0,,23.5,2
2025-02-05 10:20:52.000,TUNI,LTE,244 / 38,,n78 - 3500 (TDD),,30.0,58.32,58.32,D3-d10f2u2-U1,-66.3,-10.4,30.7,53/0,NSA,0.0,16,0.0,9.98,0.011,1,1,0.0,3,18.9,0.282,6.6,67.8,-77.3,-6.8,-55.9,44,5,440,Band 3 - 1800,,,,,,,,61.449688,23.858377,,0,0.002,,23.5,2
2025-02-05 10:20:52.000,TUNI,LTE,244 / 38,,n78 - 3500 (TDD),,30.0,58.32,58.32,D3-d10f2u2-U1,-66.3,-10.4,30.7,53/0,NSA,0.0,16,0.0,9.98,0.011,1,1,0.0,3,18.9,0.282,6.6,67.8,-77.3,-6.8,-55.9,44,5,440,Band 3 - 1800,,,,,,,,61.449688,23.858377,,0,0.002,0.002,23.5,2
2025-02-05 10:20:52.016,TUNI,LTE,244 / 38,,n78 - 3500 (TDD),,30.0,58.32,58.32,D3-d10f2u2-U1,-66.3,-10.4,30.7,53/0,NSA,0.0,16,0.0,9.98,0.011,1,1,0.0,3,18.9,0.282,6.6,67.8,-74.5,-6.6,-53.7,44,5,440,Band 3 - 1800,,,,,,,,61.449688,23.858377,,0,0.002,0.002,24.3,2
2025-02-05 10:20:52.229,TUNI,LTE,244 / 38,,n78 - 3500 (TDD),,30.0,58.32,58.32,D3-d10f2u2-U1,-66.3,-10.4,30.7,53/0,NSA,0.0,16,0.0,9.98,0.011,1,1,0.0,3,18.6,0.275,8.2,69.1,-74.5,-6.6,-53.7,44,5,440,Band 3 - 1800,,,,,,,,61.449688,23.858377,,0,0.002,0.002,24.3,2
2025-02-05 10:20:52.266,TUNI,LTE,244 / 38,,n78 - 3500 (TDD),,30.0,58.32,58.32,D3-d10f2u2-U1,-67.6,-10.4,27.1,53/0,NSA,0.0,16,0.0,9.98,0.011,1,1,0.0,3,18.6,0.275,8.2,69.1,-74.5,-6.6,-53.7,44,5,440,Band 3 - 1800,,,,,,,,61.449688,23.858377,,0,0.002,0.002,24.3,2
2025-02-05 10:20:52.271,TUNI,LTE,244 / 38,,n78 - 3500 (TDD),,30.0,58.32,58.32,D3-d10f2u2-U1,-67.6,-10.4,27.1,53/0,NSA,0.0,16,0.0,9.98,0.011,1,1,0.0,3,18.6,0.275,8.2,69.1,-74.5,-6.6,-53.7,44,5,440,Band 3 - 1800,,,,,,,,61.449688,23.858368,,0,0.002,0.002,24.3,2
2025-02-05 10:20:52.499,TUNI,LTE,244 / 38,,n78 - 3500 (TDD),,30.0,58.32,58.32,D3-d10f2u2-U1,-67.6,-10.4,27.1,53/0,NSA,0.0,16,0.0,9.98,0.011,1,1,0.0,3,18.6,0.275,8.2,69.1,-74.5,-6.6,-53.7,44,5,440,Band 3 - 1800,,,,,,,,61.449688,23.858368,,0,0.0,0.002,24.3,2
2025-02-05 10:20:52.499,TUNI,LTE,244 / 38,,n78 - 3500 (TDD),,30.0,58.32,58.32,D3-d10f2u2-U1,-67.6,-10.4,27.1,53/0,NSA,0.0,16,0.0,9.98,0.011,1,1,0.0,3,18.6,0.275,8.2,69.1,-74.5,-6.6,-53.7,44,5,440,Band 3 - 1800,,,,,,,,61.449688,23.858368,,0,0.0,0.0,24.3,2
2025-02-05 10:20:52.526,TUNI,LTE,244 / 38,,n78 - 3500 (TDD),,30.0,58.32,58.32,D3-d10f2u2-U1,-67.6,-10.4,27.1,53/0,NSA,0.0,16,0.0,9.98,0.011,1,1,0.0,3,18.6,0.275,8.2,69.1,-79.3,-7.2,-58.0,44,5,440,Band 3 - 1800,,,,,,,,61.449688,23.858368,,0,0.0,0.0,23.2,2
2025-02-05 10:20:52.729,TUNI,LTE,244 / 38,,n78 - 3500 (TDD),,30.0,58.32,58.32,D3-d10f2u2-U1,-67.6,-10.4,27.1,53/0,NSA,0.0,16,0.0,9.98,0.011,1,1,0.0,3,20.1,0.318,10.6,72.0,-79.3,-7.2,-58.0,44,5,440,Band 3 - 1800,,,,,,,,61.449688,23.858368,,0,0.0,0.0,23.2,2
2025-02-05 10:20:52.786,TUNI,LTE,244 / 38,,n78 - 3500 (TDD),,30.0,58.32,58.32,D3-d10f2u2-U1,-67.4,-10.4,26.1,53/0,NSA,0.0,16,0.0,9.98,0.011,1,1,0.0,3,20.1,0.318,10.6,72.0,-79.3,-7.2,-58.0,44,5,440,Band 3 - 1800,,,,,,,,61.449688,23.858368,,0,0.0,0.0,23.2,2
2025-02-05 10:20:52.816,TUNI,LTE,244 / 38,,n78 - 3500 (TDD),,30.0,58.32,58.32,D3-d10f2u2-U1,-67.4,-10.4,26.1,53/0,NSA,0.0,16,0.0,9.98,0.011,1,1,0.0,3,20.1,0.318,10.6,72.0,-77.6,-6.9,-56.3,44,5,440,Band 3 - 1800,,,,,,,,61.449688,23.858368,,0,0.0,0.0,23.0,2
2025-02-05 10:20:52.821,TUNI,LTE,244 / 38,,n78 - 3500 (TDD),,30.0,58.32,58.32,D3-d10f2u2-U1,-67.4,-10.4,26.1,53/0,NSA,0.0,16,0.0,9.98,0.001,1,1,0.0,3,20.1,0.318,10.6,72.0,-77.6,-6.9,-56.3,44,5,440,Band 3 - 1800,,,,,,,,61.449688,23.858368,,0,0.0,0.0,23.0,2
2025-02-05 10:20:52.845,TUNI,LTE,244 / 38,,n78 - 3500 (TDD),,30.0,58.32,58.32,D3-d10f2u2-U1,-67.4,-10.4,26.1,53/0,NSA,0.0,16,0.0,9.98,0.04,1,1,0.0,3,20.1,0.318,10.6,72.0,-77.6,-6.9,-56.3,44,5,440,Band 3 - 1800,,,,,,,,61.449688,23.858368,,0,0.0,0.0,23.0,2
2025-02-05 10:20:53.000,TUNI,LTE,244 / 38,,n78 - 3500 (TDD),,30.0,58.32,58.32,D3-d10f2u2-U1,-67.4,-10.4,26.1,53/0,NSA,0.0,16,0.0,9.98,0.04,1,1,0.0,3,20.1,0.318,10.6,72.0,-77.6,-6.9,-56.3,44,5,440,Band 3 - 1800,,,,,,,,61.449688,23.858368,,0,0.001,0.0,23.0,2
2025-02-05 10:20:53.000,TUNI,LTE,244 / 38,,n78 - 3500 (TDD),,30.0,58.32,58.32,D3-d10f2u2-U1,-67.4,-10.4,26.1,53/0,NSA,0.0,16,0.0,9.98,0.04,1,1,0.0,3,20.1,0.318,10.6,72.0,-77.6,-6.9,-56.3,44,5,440,Band 3 - 1800,,,,,,,,61.449688,23.858368,,0,0.001,0.001,23.0,2
2025-02-05 10:20:53.229,TUNI,LTE,244 / 38,,n78 - 3500 (TDD),,30.0,58.32,58.32,D3-d10f2u2-U1,-67.4,-10.4,26.1,53/0,NSA,0.0,16,0.0,9.98,0.04,1,1,0.0,3,18.4,0.262,7.4,72.6,-77.6,-6.9,-56.3,44,5,440,Band 3 - 1800,,,,,,,,61.449688,23.858368,,0,0.001,0.001,23.0,2
2025-02-05 10:20:53.306,TUNI,LTE,244 / 38,,n78 - 3500 (TDD),,30.0,58.32,58.32,D3-d10f2u2-U1,-70.3,-10.4,26.1,53/0,NSA,0.0,16,0.0,9.98,0.04,1,1,0.0,3,18.4,0.262,7.4,72.6,-77.6,-6.9,-56.3,44,5,440,Band 3 - 1800,,,,,,,,61.449688,23.858368,,0,0.001,0.001,23.0,2
2025-02-05 10:20:53.325,TUNI,LTE,244 / 38,,n78 - 3500 (TDD),,30.0,58.32,58.32,D3-d10f2u2-U1,-70.3,-10.4,26.1,53/0,NSA,0.0,16,0.0,9.98,0.04,1,1,0.0,3,18.4,0.262,7.4,72.6,-75.0,-6.6,-54.2,44,5,440,Band 3 - 1800,,,,,,,,61.449688,23.858368,,0,0.001,0.001,25.0,2
2025-02-05 10:20:53.501,TUNI,LTE,244 / 38,,n78 - 3500 (TDD),,30.0,58.32,58.32,D3-d10f2u2-U1,-70.3,-10.4,26.1,53/0,NSA,0.0,16,0.0,9.98,0.04,1,1,0.0,3,18.4,0.262,7.4,72.6,-75.0,-6.6,-54.2,44,5,440,Band 3 - 1800,,,,,,,,61.449688,23.858368,,0,0.0,0.001,25.0,2
2025-02-05 10:20:53.501,TUNI,LTE,244 / 38,,n78 - 3500 (TDD),,30.0,58.32,58.32,D3-d10f2u2-U1,-70.3,-10.4,26.1,53/0,NSA,0.0,16,0.0,9.98,0.04,1,1,0.0,3,18.4,0.262,7.4,72.6,-75.0,-6.6,-54.2,44,5,440,Band 3 - 1800,,,,,,,,61.449688,23.858368,,0,0.0,0.0,25.0,2
2025-02-05 10:20:53.616,TUNI,LTE,244 / 38,,n78 - 3500 (TDD),,30.0,58.32,58.32,D3-d10f2u2-U1,-70.3,-10.4,26.1,53/0,NSA,0.0,16,0.0,9.98,0.04,1,1,0.0,3,18.4,0.262,7.4,72.6,-76.2,-6.5,-55.2,44,5,440,Band 3 - 1800,,,,,,,,61.449688,23.858368,,0,0.0,0.0,25.6,2
2025-02-05 10:20:53.660,TUNI,LTE,244 / 38,,n78 - 3500 (TDD),,30.0,58.32,58.32,D3-d10f2u2-U1,-70.3,-10.4,26.1,53/0,NSA,0.0,16,0.0,9.98,0.04,1,1,0.0,3,18.4,0.262,7.4,72.6,-76.2,-6.5,-55.2,44,5,440,Band 3 - 1800,,,,,,,,61.449688,23.858359,,0,0.0,0.0,25.6,2
2025-02-05 10:20:53.682,TUNI,LTE,244 / 38,,n78 - 3500 (TDD),,30.0,58.32,58.32,D3-d10f2u2-U1,-70.3,-10.4,26.1,53/0,NSA,0.0,16,0.0,9.98,0.04,1,1,0.0,3,18.4,0.262,7.4,72.6,-76.2,-6.5,-55.2,44,5,440,Band 3 - 1800,,,,0.0,,,,61.449688,23.858359,,0,0.0,0.0,25.6,2
2025-02-05 10:20:53.729,TUNI,LTE,244 / 38,,n78 - 3500 (TDD),,30.0,58.32,58.32,D3-d10f2u2-U1,-70.3,-10.4,26.1,53/0,NSA,0.0,16,0.0,9.98,0.04,1,1,0.0,3,19.1,0.287,10.3,74.6,-76.2,-6.5,-55.2,44,5,440,Band 3 - 1800,,,,0.0,,,,61.449688,23.858359,,0,0.0,0.0,25.6,2
2025-02-05 10:20:53.785,TUNI,LTE,244 / 38,,n78 - 3500 (TDD),,30.0,58.32,58.32,D3-d10f2u2-U1,-72.4,-10.4,26.5,53/0,NSA,0.0,16,0.0,9.98,0.04,1,1,0.0,3,19.1,0.287,10.3,74.6,-76.2,-6.5,-55.2,44,5,440,Band 3 - 1800,,,,0.0,,,,61.449688,23.858359,,0,0.0,0.0,25.6,2
2025-02-05 10:20:53.821,TUNI,LTE,244 / 38,,n78 - 3500 (TDD),,30.0,58.32,58.32,D3-d10f2u2-U1,-72.4,-10.4,26.5,53/0,NSA,0.0,16,0.0,9.98,0.001,1,1,0.0,3,19.1,0.287,10.3,74.6,-76.2,-6.5,-55.2,44,5,440,Band 3 - 1800,,,,0.0,,,,61.449688,23.858359,,0,0.0,0.0,25.6,2
2025-02-05 10:20:53.875,TUNI,LTE,244 / 38,,n78 - 3500 (TDD),,30.0,58.32,58.32,D3-d10f2u2-U1,-72.4,-10.4,26.5,53/0,NSA,0.0,16,0.0,9.98,0.001,1,1,0.0,3,19.1,0.287,10.3,74.6,-76.2,-6.5,-55.2,44,5,440,Band 3 - 1800,,,,0.0,0.0,,,61.449688,23.858359,,0,0.0,0.0,25.6,2
2025-02-05 10:20:53.905,TUNI,LTE,244 / 38,,n78 - 3500 (TDD),,30.0,58.32,58.32,D3-d10f2u2-U1,-72.4,-10.4,26.5,53/0,NSA,0.0,16,0.0,9.98,0.001,1,1,0.0,3,19.1,0.287,10.3,74.6,-76.2,-6.5,-55.2,44,5,440,Band 3 - 1800,0.0,2,1.0,0.0,0.002,,,61.449688,23.858359,,0,0.0,0.0,25.6,2
2025-02-05 10:20:53.958,TUNI,LTE,244 / 38,,n78 - 3500 (TDD),,30.0,58.32,58.32,D3-d10f2u2-U1,-72.4,-10.4,26.5,53/0,NSA,0.0,16,0.0,9.98,0.001,1,1,0.0,3,19.1,0.287,10.3,74.6,-76.2,-6.5,-55.2,44,5,440,Band 3 - 1800,0.0,2,1.0,0.002,0.002,0.0,3.0,61.449688,23.858359,,0,0.0,0.0,25.6,2
2025-02-05 10:20:54.000,TUNI,LTE,244 / 38,,n78 - 3500 (TDD),,30.0,58.32,58.32,D3-d10f2u2-U1,-72.4,-10.4,26.5,53/0,NSA,0.0,16,0.0,9.98,0.001,1,1,0.0,3,19.1,0.287,10.3,74.6,-76.2,-6.5,-55.2,44,5,440,Band 3 - 1800,0.0,2,1.0,0.002,0.002,0.0,3.0,61.449688,23.858359,,0,0.003,0.0,25.6,2
2025-02-05 10:20:54.000,TUNI,LTE,244 / 38,,n78 - 3500 (TDD),,30.0,58.32,58.32,D3-d10f2u2-U1,-72.4,-10.4,26.5,53/0,NSA,0.0,16,0.0,9.98,0.001,1,1,0.0,3,19.1,0.287,10.3,74.6,-76.2,-6.5,-55.2,44,5,440,Band 3 - 1800,0.0,2,1.0,0.002,0.002,0.0,3.0,61.449688,23.858359,,0,0.003,0.003,25.6,2
2025-02-05 10:20:54.085,TUNI,LTE,244 / 38,,n78 - 3500 (TDD),,30.0,58.32,58.32,D3-d10f2u2-U1,-72.4,-10.4,26.5,53/0,NSA,0.0,16,0.0,9.98,0.025,1,1,0.0,3,19.1,0.287,10.3,74.6,-76.2,-6.5,-55.2,44,5,440,Band 3 - 1800,0.0,2,1.0,0.002,0.002,0.0,3.0,61.449688,23.858359,,0,0.003,0.003,25.6,2
2025-02-05 10:20:54.126,TUNI,LTE,244 / 38,,n78 - 3500 (TDD),,30.0,58.32,58.32,D3-d10f2u2-U1,-72.4,-10.4,26.5,53/0,NSA,0.0,16,0.0,9.98,0.025,1,1,0.0,3,19.1,0.287,10.3,74.6,-78.8,-6.6,-58.0,44,5,440,Band 3 - 1800,0.0,2,1.0,0.002,0.002,0.0,3.0,61.449688,23.858359,,0,0.003,0.003,24.0,2
2025-02-05 10:20:54.229,TUNI,LTE,244 / 38,,n78 - 3500 (TDD),,30.0,58.32,58.32,D3-d10f2u2-U1,-72.4,-10.4,26.5,53/0,NSA,0.0,16,0.0,9.98,0.025,1,1,0.0,3,17.8,0.255,6.8,72.7,-78.8,-6.6,-58.0,44,5,440,Band 3 - 1800,0.0,2,1.0,0.002,0.002,0.0,3.0,61.449688,23.858359,,0,0.003,0.003,24.0,2
2025-02-05 10:20:54.305,TUNI,LTE,244 / 38,,n78 - 3500 (TDD),,30.0,58.32,58.32,D3-d10f2u2-U1,-69.4,-10.4,29.4,53/0,NSA,0.0,16,0.0,9.98,0.025,1,1,0.0,3,17.8,0.255,6.8,72.7,-78.8,-6.6,-58.0,44,5,440,Band 3 - 1800,0.0,2,1.0,0.002,0.002,0.0,3.0,61.449688,23.858359,,0,0.003,0.003,24.0,2
2025-02-05 10:20:54.415,TUNI,LTE,244 / 38,,n78 - 3500 (TDD),,30.0,58.32,58.32,D3-d10f2u2-U1,-69.4,-10.4,29.4,53/0,NSA,0.0,16,0.0,9.98,0.025,1,1,0.0,3,17.8,0.255,6.8,72.7,-75.8,-7.3,-54.9,44,5,440,Band 3 - 1800,0.0,2,1.0,0.002,0.002,0.0,3.0,61.449688,23.858359,,0,0.003,0.003,24.8,2
2025-02-05 10:20:54.500,TUNI,LTE,244 / 38,,n78 - 3500 (TDD),,30.0,58.32,58.32,D3-d10f2u2-U1,-69.4,-10.4,29.4,53/0,NSA,0.0,16,0.0,9.98,0.025,1,1,0.0,3,17.8,0.255,6.8,72.7,-75.8,-7.3,-54.9,44,5,440,Band 3 - 1800,0.0,2,1.0,0.002,0.002,0.0,3.0,61.449688,23.858359,,0,0.001,0.003,24.8,2
2025-02-05 10:20:54.500,TUNI,LTE,244 / 38,,n78 - 3500 (TDD),,30.0,58.32,58.32,D3-d10f2u2-U1,-69.4,-10.4,29.4,53/0,NSA,0.0,16,0.0,9.98,0.025,1,1,0.0,3,17.8,0.255,6.8,72.7,-75.8,-7.3,-54.9,44,5,440,Band 3 - 1800,0.0,2,1.0,0.002,0.002,0.0,3.0,61.449688,23.858359,,0,0.001,0.001,24.8,2
2025-02-05 10:20:54.729,TUNI,LTE,244 / 38,,n78 - 3500 (TDD),,30.0,58.32,58.32,D3-d10f2u2-U1,-69.4,-10.4,29.4,53/0,NSA,0.0,16,0.0,9.98,0.025,1,1,0.0,3,18.3,0.267,10.5,72.6,-75.8,-7.3,-54.9,44,5,440,Band 3 - 1800,0.0,2,1.0,0.002,0.002,0.0,3.0,61.449688,23.858359,,0,0.001,0.001,24.8,2
2025-02-05 10:20:54.826,TUNI,LTE,244 / 38,,n78 - 3500 (TDD),,30.0,58.32,58.32,D3-d10f2u2-U1,-70.3,-10.4,26.5,53/0,NSA,0.0,16,0.0,9.98,0.025,1,1,0.0,3,18.3,0.267,10.5,72.6,-75.8,-7.3,-54.9,44,5,440,Band 3 - 1800,0.0,2,1.0,0.002,0.002,0.0,3.0,61.449688,23.858359,,0,0.001,0.001,24.8,2
2025-02-05 10:20:54.924,TUNI,LTE,244 / 38,,n78 - 3500 (TDD),,30.0,58.32,58.32,D3-d10f2u2-U1,-70.3,-10.4,26.5,53/0,NSA,0.0,16,0.0,9.98,0.025,1,1,0.0,3,18.3,0.267,10.5,72.6,-75.6,-6.3,-55.4,44,5,440,Band 3 - 1800,,,,0.002,,0.0,3.0,61.449688,23.858359,,0,0.001,,22.9,2
2025-02-05 10:20:55.001,TUNI,LTE,244 / 38,,n78 - 3500 (TDD),,30.0,58.32,58.32,D3-d10f2u2-U1,-70.3,-10.4,26.5,53/0,NSA,0.0,16,0.0,9.98,0.025,1,1,0.0,3,18.3,0.267,10.5,72.6,-75.6,-6.3,-55.4,44,5,440,Band 3 - 1800,,,,0.002,,0.0,3.0,61.449688,23.858359,,0,0.0,,22.9,2
2025-02-05 10:20:55.001,TUNI,LTE,244 / 38,,n78 - 3500 (TDD),,30.0,58.32,58.32,D3-d10f2u2-U1,-70.3,-10.4,26.5,53/0,NSA,0.0,16,0.0,9.98,0.025,1,1,0.0,3,18.3,0.267,10.5,72.6,-75.6,-6.3,-55.4,44,5,440,Band 3 - 1800,,,,0.002,,0.0,3.0,61.449688,23.858359,,0,0.0,0.0,22.9,2
